iyear,ingroup,ingroup2,ingroup3,nperps,nperpcap,nkill,nkillter,nwound,nwoundte,propextent,propvalue
1992,449,,,30,,0,,0,,,
1992,449,,,30,,0,,0,,,
1992,449,,,60,,0,,1,,,
1992,449,,,60,,0,,0,,,
1992,449,,,,,0,,0,,,
1992,449,,,,,0,,0,,,
1992,449,,,,,0,,0,,,
1992,449,,,,,0,,0,,,
1992,590,,,4,,3,,2,,,
1992,-9,,,40,,0,,0,,,
1992,-9,,,,,1,,4,,,
1992,449,,,,,0,,0,,,
1992,-9,,,,,0,,5,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,449,,,,,2,,0,,,
1992,449,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,2,,0,,1,,,
1992,-9,,,,,1,,0,,,
1992,-9,,,,,2,,0,,,
1992,542,,,,,0,,0,,,
1992,542,,,,,0,,0,,,
1992,542,,,,,0,,0,,,
1992,542,,,,,0,,0,,,
1992,449,,,,,0,,0,,,
1992,449,,,,,0,,0,,,
1992,417,,,,,0,,10,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,449,,,,,0,,0,,,
1992,449,,,,,0,,0,,,
1992,449,,,,,0,,0,,,
1992,449,,,,,0,,0,,,
1992,449,,,,,1,,3,,,
1992,449,,,,,0,,0,,,
1992,449,,,80,,0,,0,,,
1992,449,,,300,,0,,0,,,
1992,449,,,,,0,,0,,,
1992,449,,,100,,0,,0,,,
1992,-9,,,,,3,,0,,,
1992,350,,,5,,2,,7,,,
1992,-9,,,,,1,,2,,,
1992,-9,,,,,0,,0,,,
1992,590,,,,,2,,5,,,
1992,-9,,,,,2,,0,,,
1992,-9,,,,,1,,0,,,
1992,449,,,3,,1,,1,,,
1992,449,,,3,,1,,3,,,
1992,449,,,,,3,,0,,,
1992,-9,,,,,1,,0,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,0,,0,,3,80000
1992,-9,,,,,0,,0,,,
1992,1818,,,,,0,,0,,,
1992,449,,,,,0,,0,,,
1992,449,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,590,,,,,14,,0,,,
1992,-9,,,,,2,,0,,,
1992,-9,,,,,5,,0,,,
1992,457,,,,,2,,0,,,
1992,450,,,,,0,,0,,,
1992,450,,,,,0,,0,,,
1992,450,,,,,0,,0,,,
1992,449,,,28,,0,,0,,,
1992,1872,,,,,0,,0,,,
1992,1872,,,100,,0,,2,,,
1992,601,,,9,,7,,0,,,
1992,590,,,,,1,,0,,,
1992,576,,,,,0,,0,,,
1992,576,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,449,,,,,0,,0,,,
1992,-9,,,4,,0,,0,,,
1992,1740,,,,,0,,10,,,
1992,449,,,15,,0,,0,,,
1992,449,,,50,,0,,0,,,
1992,417,,,,,1,,1,,,
1992,457,,,,,3,,0,,,
1992,449,,,,,0,,0,,,
1992,449,,,,,0,,2,,,
1992,-9,,,,,0,,0,,,
1992,484,,,,,2,,0,,,
1992,-9,,,,,1,,0,,,
1992,-9,,,,,1,,0,,,
1992,-9,,,,,3,,0,,,
1992,-9,,,,,0,,1,,,
1992,457,,,,,9,,0,,,
1992,449,,,,,0,,0,,,
1992,449,,,14,,0,,0,,,
1992,629,,,,,1,,0,,,
1992,-9,,,,,4,,0,,,
1992,-9,,,,,0,,0,,,
1992,1647,,,,,0,,0,,3,3000
1992,1647,,,,,0,,0,,,
1992,1647,,,,,0,,0,,,
1992,1647,,,,,0,,0,,,
1992,1647,,,,,0,,0,,,
1992,1647,,,,,0,,0,,,
1992,1647,,,,,0,,0,,,
1992,431,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,311,,,,,0,0,0,0,,
1992,311,,,,,0,,0,,,
1992,311,,,,,0,,0,,,
1992,1647,,,,,0,,0,,,
1992,-9,,,15,,0,,0,,,
1992,1326,,,,,4,,0,,,
1992,449,,,,,1,,0,,,
1992,417,,,,,0,,0,,,
1992,-9,,,,,1,,0,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,1,,0,,,
1992,-9,,,,,1,,0,,,
1992,-9,,,,,1,,0,,,
1992,-9,,,,,1,,1,,,
1992,-9,,,,,1,,0,,,
1992,-9,,,,,0,,14,,,
1992,576,,,,,0,,0,,,
1992,493,,,3,,0,,6,,,
1992,-9,,,,,0,,1,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,1,,1,,,
1992,-9,,,1,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,3,,0,0,0,0,,
1992,520,,,,,13,,0,,3,15000
1992,520,,,,,2,,0,,,
1992,-9,,,,,0,,1,,,
1992,-9,,,,,5,,3,,,
1992,449,,,50,,0,,0,,,
1992,449,,,,,3,,2,,,
1992,-9,,,4,,1,,0,,,
1992,316,,,,,1,,0,,,
1992,-9,,,,,0,,0,,,
1992,381,,,,,0,,0,,,
1992,582,,,,,0,,0,,,
1992,582,,,,,0,,0,,,
1992,-9,,,,,0,,2,,,
1992,316,,,,,0,,0,,,
1992,590,,,,,0,,6,,,
1992,-9,,,,,4,,2,,,
1992,-9,,,,,0,,0,,3,12000
1992,-9,,,,,0,,0,,3,15000
1992,-9,,,,,0,,2,,,
1992,5041,,,,,8,,40,,,
1992,590,,,,,1,,4,,,
1992,1518,,,1,,0,,6,,,
1992,-9,,,,,5,,0,,,
1992,-9,,,,,1,,0,,,
1992,-9,,,,,1,,0,,,
1992,-9,,,,,1,,0,,,
1992,-9,,,,,1,,0,,,
1992,-9,,,,,1,,0,,,
1992,-9,,,,,1,,0,,,
1992,-9,,,,,1,,0,,,
1992,-9,,,,,1,,0,,,
1992,493,,,,,1,,0,,,
1992,601,,,,,5,,8,,,
1992,-9,,,,,0,,0,,,
1992,576,,,,,3,,13,,3,50000
1992,-9,,,,,0,,0,,,
1992,-9,,,,,0,,5,,,
1992,534,,,,,3,,10,,3,15000
1992,520,,,,,0,,0,,3,200000
1992,520,,,,,0,,14,,,
1992,413,,,,,5,,0,,,
1992,413,,,,,11,,90,,,
1992,346,,,,,0,,0,,,
1992,-9,,,,,1,,0,,,
1992,-9,,,,,0,,9,,,
1992,1720,,,,,1,,0,,,
1992,417,,,,,1,,0,,,
1992,-9,,,,,1,,0,,,
1992,520,,,,,1,0,0,0,,
1992,520,,,,,2,,0,,,
1992,-9,,,3,,0,,0,,,
1992,350,,,4,,1,,0,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,622,,,,,0,,0,,,
1992,-9,,,,,0,,1,,,
1992,936,,,,,1,,0,,,
1992,605,,,,,3,,0,,,
1992,325,,,4,,0,,0,,,
1992,601,,,,,0,,3,,,
1992,601,,,,,3,,11,,,
1992,534,,,,,0,,0,,,
1992,1556,,,,,0,,0,,,
1992,449,,,15,,1,,0,,,
1992,601,,,,,3,,0,,,
1992,534,,,,,3,,0,,,
1992,449,,,,,2,0,0,0,,
1992,493,,,,,3,,3,,,
1992,-9,,,,,0,,13,,,
1992,-9,,,,,0,,4,,,
1992,448,,,,,0,,0,,,
1992,448,,,,,0,,0,,,
1992,448,,,,,0,,0,,,
1992,448,,,,,0,,0,,,
1992,448,,,,,0,,0,,,
1992,448,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,1,,1,,,
1992,436,,,,,33,,15,,,
1992,1734,,,,,35,,27,,,
1992,-9,,,,,20,,0,,,
1992,-9,,,8,,1,,0,,,
1992,1216,,,,,1,,0,,,
1992,-9,,,3,,0,,0,,,
1992,-9,,,2,,0,,1,,,
1992,-9,,,,,1,,4,,,
1992,639,,,,,0,,9,,,
1992,1896,,,,,200,,300,,,
1992,493,,,,,0,,3,,,
1992,493,,,,,2,,0,,,
1992,1000,,,,,1,,1,,,
1992,601,,,,,0,,0,,,
1992,-9,,,,,3,,0,,,
1992,1178,,,,,1,,0,,,
1992,813,,,,,0,,0,,,
1992,499,,,60,,0,,0,,,
1992,1595,,,15,,0,,3,,,
1992,1595,,,36,,0,,1,,,
1992,1595,,,50,,0,,0,,,
1992,1595,,,5,,0,,0,,,
1992,1595,,,40,,0,,6,,,
1992,-9,,,,,30,,0,,,
1992,1595,,,35,,0,,1,,,
1992,1595,,,25,,0,,1,,,
1992,1595,,,,,0,,4,,,
1992,1595,,,24,,0,,0,,,
1992,1595,,,,,0,,0,,,
1992,470,,,5,5,0,0,0,0,3,-99
1992,-9,,,,,0,,1,,,
1992,407,,,,,2,,0,,,
1992,1969,,,,,0,,0,,,
1992,1969,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,1518,,,,,0,,15,,,
1992,-9,,,1,,0,,0,,,
1992,407,,,3,,7,,5,,,
1992,1354,,,,,0,,0,,,
1992,1354,,,,,6,,37,,,
1992,590,,,13,,4,,0,,,
1992,449,,,,,2,,0,,,
1992,-9,,,,,0,,0,,,
1992,590,,,,,2,,0,,3,15000
1992,-9,,,,,1,,0,,,
1992,-9,,,,,0,,0,,,
1992,1551,,,150,,0,,0,,,
1992,407,,,,,1,,0,,,
1992,-9,,,,,1,,5,,,
1992,-9,,,,,1,,0,,,
1992,-9,,,,,1,,0,,,
1992,-9,,,,,1,,0,,,
1992,436,,,,,0,,0,,3,92755
1992,590,,,30,,3,,22,,3,100000
1992,-9,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,1460,,,,,61,,19,,,
1992,493,,,,,3,,0,,,
1992,493,,,,,8,,0,,,
1992,399,,,,,1,,0,,,
1992,-9,,,,,0,,1,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,50,,0,,0,,,
1992,100038,,,,,3,,0,,,
1992,-9,,,3,,2,,0,,,
1992,-9,,,30,,7,,0,,,
1992,-9,,,,,1,,8,,3,100000
1992,436,,,,,0,,0,,3,11439
1992,605,,,,,5,,4,,3,115000
1992,-9,,,2,,0,,11,,,
1992,-9,,,,,1,,8,,,
1992,350,,,5,,3,,9,,,
1992,-9,,,,,0,,0,,,
1992,457,,,,,25,,40,,,
1992,457,,,,,45,,40,,3,100000
1992,457,,,,,10,,35,,,
1992,-9,,,,,0,,0,,,
1992,417,,,,,0,,0,,,
1992,417,,,,,3,,90,,1,2700000000
1992,595,,,,,11,,50,,,
1992,457,,,,,6,,0,,,
1992,457,,,,,14,,0,,,
1992,621,,,,,7,,0,,,
1992,590,,,5,,2,,0,,,
1992,-9,,,,,1,,0,,,
1992,590,,,,,0,,0,,,
1992,520,,,,,40,,0,,,
1992,1470,,,1,1,0,0,0,0,3,379000
1992,484,,,2,,1,,1,,,
1992,590,,,,,1,,0,,,
1992,-9,,,,,6,,0,,,
1992,281,,,,,5,,0,,,
1992,-9,,,4,,0,,0,,,
1992,-9,,,5,,0,,0,,,
1992,576,,,,,2,,6,,,
1992,576,,,,,6,,3,,,
1992,5036,,,,,40,,0,,3,100000
1992,407,,,,,1,0,1,0,,
1992,-9,,,10,,1,,0,,,
1992,590,,,,,1,,0,,,
1992,-9,,,,,1,,0,,,
1992,-9,,,,,1,,0,,,
1992,-9,,,,,8,,0,,,
1992,-9,,,1,,1,,1,,,
1992,-9,,,8,,2,,0,,,
1992,-9,,,,,2,,1,,,
1992,-9,,,,,2,,0,,,
1992,-9,,,,,3,,0,,,
1992,416,,,2,,1,,0,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,0,,5,,,
1992,601,,,,,1,,12,,,
1992,601,,,,,1,,12,,,
1992,621,,,,,4,,40,,,
1992,590,,,,,1,,4,,,
1992,1521,,,,,0,,0,,,
1992,-9,,,,,5,,0,,,
1992,576,,,,,7,,0,,,
1992,576,,,,,4,,0,,,
1992,442,,,,,7,,0,,,
1992,5030,,,2,,0,,0,,,
1992,407,,,,,0,,0,,,
1992,1731,,,,,1,,4,,,
1992,-9,,,,,0,,0,,,
1992,413,,,1,,1,,0,,,
1992,-9,,,,,2,,0,,,
1992,449,,,,,7,,0,,,
1992,4357,,,,,0,,0,,,
1992,-9,,,,,1,,0,,,
1992,-9,,,,,2,,0,,,
1992,-9,,,,,1,,0,,,
1992,449,,,,,1,,0,,,
1992,-9,,,,,0,,0,,3,15000
1992,417,,,,,0,,0,,,
1992,-9,,,,,2,,1,,,
1992,407,,,,,0,0,1,0,,
1992,457,,,,,9,,0,,,
1992,449,,,,,2,,0,,,
1992,484,,,,,0,,0,,,
1992,628,,,1,,1,,0,,,
1992,629,,,,,1,,0,,,
1992,590,,,15,,0,,0,,,
1992,534,,,,,0,,0,,,
1992,534,,,,,1,,0,,,
1992,449,,,,,1,,0,,,
1992,1772,,,-99,-99,0,0,0,0,3,1000
1992,601,,,10,,9,,0,,,
1992,359,,,,,0,,0,,,
1992,359,,,,,0,,0,,,
1992,-9,,,,,0,,0,,3,100000
1992,-9,,,,,0,,2,,,
1992,-9,,,,,0,,0,,,
1992,449,,,,,30,,0,,,
1992,449,,,,,2,,0,,,
1992,449,,,,,6,,0,,,
1992,449,,,,,0,,0,,,
1992,449,,,,,5,,3,,,
1992,-9,,,,,0,,3,,,
1992,350,,,,,11,,0,,,
1992,449,,,,,0,,0,,,
1992,350,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,601,,,,,3,,0,,,
1992,417,,,,,0,,0,,,
1992,1894,,,,,126,,10,,,
1992,1894,,,,,0,,0,,,
1992,1543,,,,,0,,0,,,
1992,484,,,,,0,,1,,,
1992,-9,,,,,1,,0,,,
1992,417,,,,,1,,0,,,
1992,449,,,,,0,,0,,3,5822
1992,-9,,,,,0,,0,,3,12000
1992,1729,,,,,5,,0,,,
1992,457,,,150,,0,,6,,,
1992,449,,,,,4,,0,,,
1992,-9,,,,,8,,0,,,
1992,-9,,,,,0,,0,,3,20000
1992,-9,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,0,,0,,3,80000
1992,590,,,,,0,,0,,3,50000
1992,590,,,,,0,,0,,3,50000
1992,484,,,,,2,,0,,,
1992,359,,,,,2,,4,,,
1992,590,,,50,,7,,0,,,
1992,493,,,,,7,,80,,,
1992,-9,,,1,,0,,0,,,
1992,449,,,,,0,0,0,0,,
1992,-9,,,,,1,,0,,,
1992,-9,,,,,3,,0,,,
1992,-9,,,,,3,,0,,,
1992,-9,,,2,,0,,1,,,
1992,350,,,,,2,,0,,,
1992,-9,,,,,0,,0,,,
1992,508,,,,,0,,12,,,
1992,621,,,,,5,,8,,,
1992,484,,,,,0,,0,,,
1992,5160,,,1,,1,,0,,,
1992,813,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,2,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,350,,,2,,0,,0,,,
1992,-9,,,,,14,,20,,,
1992,-9,,,,,1,,0,,,
1992,-9,,,3,,1,0,0,0,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,0,,14,,,
1992,-9,,,2,,0,,0,,,
1992,-9,,,,,0,,0,,2,2000000
1992,1775,,,50,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,1,,3,,,
1992,568,567,,,,0,,0,,,
1992,568,567,,,,0,,0,,,
1992,568,567,,,,0,,0,,,
1992,316,,,2,,1,,0,,,
1992,-9,,,,,0,,0,,3,20000
1992,-9,,,,,2,,0,,,
1992,601,,,,,0,,14,,,
1992,568,567,,,,0,,0,,,
1992,-9,,,,,1,,0,,,
1992,-9,,,,,0,,0,,,
1992,601,,,,,0,,7,,,
1992,498,,,2,,0,,0,,,
1992,442,,,,,7,,0,,,
1992,-9,,,,,1,,34,,,
1992,1470,,,-99,-99,0,0,0,0,3,2000
1992,-9,,,4,,1,,0,,,
1992,-9,,,1,,0,,3,,,
1992,601,,,,,1,,5,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,442,,,,,0,,0,,,
1992,442,,,,,0,,0,,,
1992,442,,,,,0,,0,,,
1992,442,,,,,0,,0,,,
1992,442,,,,,0,,0,,,
1992,442,,,,,0,,0,,,
1992,442,,,,,9,,0,,3,10000
1992,442,,,,,3,,0,,,
1992,2411,,,3,,1,,0,,,
1992,-9,,,,,1,,1,,,
1992,449,,,,,3,,3,,,
1992,417,,,,,0,,0,,,
1992,417,,,,,0,,0,,,
1992,-9,,,3,,0,,3,,,
1992,601,,,4,,14,,25,,,
1992,-9,,,4,,0,,0,,3,15000
1992,520,,,,,0,,0,,,
1992,520,,,,,7,,0,,,
1992,281,,,6,,6,,8,,,
1992,350,,,3,,1,,8,,,
1992,449,,,,,4,,4,,,
1992,601,,,,,0,,0,,,
1992,1720,,,,,1,,0,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,1,,0,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,0,,0,,3,3000
1992,493,,,500,,1,,5,,,
1992,-9,,,1,,0,,15,,,
1992,568,567,,,,0,,0,,,
1992,457,,,40,,56,,17,,,
1992,484,,,2,,1,,1,,,
1992,1163,,,,,1,,4,1,,
1992,-9,,,,,1,,0,,,
1992,450,,,2,,1,,0,,,
1992,629,,,,,1,,0,,,
1992,-9,,,,,1,,0,,,
1992,449,,,,,1,,0,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,0,,34,,,
1992,-9,,,,,0,,4,,,
1992,1754,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,534,,,,,1,,0,,,
1992,-9,,,,,2,,3,,,
1992,-9,,,,,2,,0,,,
1992,927,,,,,12,,0,,,
1992,927,,,,,42,,0,,,
1992,-9,,,,,5,,0,,,
1992,449,,,,,6,,9,,,
1992,449,,,,,1,,0,,,
1992,449,,,,,1,,2,,,
1992,520,,,,,0,,0,,,
1992,520,,,,,0,,0,,,
1992,520,,,,,0,,0,,,
1992,520,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,20,,8,,,
1992,377,,,,,2,,0,,,
1992,377,,,,,0,,0,,,
1992,1680,,,2,,0,,0,,,
1992,-9,,,,,21,,,,,
1992,-9,,,12,,0,,0,,,
1992,350,,,3,,3,,4,,,
1992,449,,,,,3,,1,,,
1992,449,,,,,6,,0,,,
1992,-9,,,,,0,,0,,,
1992,542,,,,,0,,0,,,
1992,542,,,,,0,,0,,,
1992,-9,,,,,0,,13,,,
1992,648,,,,,0,,0,,,
1992,417,,,,,1,,2,,,
1992,417,,,,,0,,0,,,
1992,-9,,,,,13,,23,,3,20000
1992,-9,,,,,17,,13,,,
1992,1691,,,,,0,,0,,,
1992,421,,,,,1,,15,,,
1992,590,,,100,,17,,8,,,
1992,-9,,,,,0,,0,,,
1992,1163,,,,,0,,1,,,
1992,-9,,,6,,3,0,0,0,,
1992,-9,,,,,5,,1,,,
1992,350,,,4,,5,,1,,,
1992,590,,,,,0,,0,,3,200000
1992,-9,,,,,4,,11,,,
1992,586,,,,,4,,13,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,3,,1,,0,,,
1992,1163,,,2,,1,,0,,,
1992,-9,,,,,0,,1,,,
1992,-9,,,,,0,,0,,,
1992,605,,,,,0,,0,,,
1992,605,,,,,0,,0,,,
1992,605,,,,,0,,0,,,
1992,605,,,,,0,,0,,3,100000
1992,343,,,,,6,,0,,,
1992,-9,,,,,1,,0,,,
1992,-9,,,,,1,,0,,,
1992,-9,,,2,,1,,0,,,
1992,-9,,,10,,0,,0,,,
1992,421,,,,,2,,0,,,
1992,6000,,,25,,0,,0,,,
1992,590,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,449,,,,,7,,0,,,
1992,-9,,,,,7,,1,,,
1992,350,,,,,1,,0,,,
1992,-9,,,,,0,,5,3,,
1992,484,,,4,,0,,0,,,
1992,1806,,,,,1,,2,,,
1992,-9,,,,,4,,1,,,
1992,-9,,,,,0,,0,,3,12000
1992,-9,,,,,0,,0,,3,12000
1992,-9,,,,,0,,0,,3,12000
1992,1163,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,1667,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,1163,,,,,1,,2,,,
1992,484,,,,,0,,0,,,
1992,568,,,300,,5,,4,,,
1992,1650,,,,,0,,0,,,
1992,457,,,,,4,,7,,,
1992,1699,,,,,14,,0,,,
1992,1702,,,,,0,,0,,,
1992,359,,,,,,,,,,
1992,359,,,,,,,,,,
1992,359,,,,,,,,,,
1992,359,,,,,,,,,,
1992,359,,,,,,,,,,
1992,359,,,,,,,,,,
1992,359,,,,,,,,,,
1992,359,,,,,,,,,,
1992,359,,,,,,,,,,
1992,359,,,,,,,,,,
1992,359,,,,,,,,,,
1992,359,,,,,,,,,,
1992,359,,,,,,,,,,
1992,1163,,,,,0,0,0,0,,
1992,-9,,,,,1,,0,,,
1992,-9,,,2,,0,,0,,,
1992,2229,,,,,1,,0,,,
1992,2229,,,,,1,,0,,,
1992,520,,,,,3,,1,,,
1992,-9,,,,,1,,0,,,
1992,-9,,,,,1,,0,,,
1992,-9,,,,,1,,0,,,
1992,-9,,,2,,2,,0,,,
1992,350,,,,,2,,0,,,
1992,1163,,,,,0,,0,,,
1992,1163,,,,,3,,2,,,
1992,395,,,,,0,,3,,,
1992,-9,,,,,0,,0,,,
1992,586,,,,,0,,30,,,
1992,545,,,,,0,,0,,,
1992,-9,,,2,,2,,0,,,
1992,484,,,,,0,,0,,,
1992,5114,,,,,30,,0,,,
1992,-9,,,,,0,,0,,,
1992,343,,,,,7,,6,,,
1992,590,,,,,30,,36,,,
1992,281,,,,,0,,0,,,
1992,-9,,,1,,4,,0,,,
1992,-9,,,2,,2,,0,,,
1992,350,,,3,,2,,0,,,
1992,425,,,,,2,,0,,,
1992,-9,,,,,1,,4,,,
1992,-9,,,,,0,,2,,,
1992,-9,,,,,1,,0,,,
1992,-9,,,,,0,,0,,,
1992,1680,50001,,,,0,,0,,,
1992,601,,,,,0,,0,,,
1992,-9,,,,,0,,6,,,
1992,1698,,,,,4,,20,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,3,,0,,1,,,
1992,601,,,4,,15,,0,,,
1992,-9,,,,,5,,12,,,
1992,504,,,25,,0,,1,,,
1992,457,,,,,3,,6,,,
1992,490,,,,,1,,0,,,
1992,-9,,,,,2,,0,,,
1992,350,,,2,,0,,1,,,
1992,421,,,,,0,,6,,,
1992,992,,,,,0,,0,,,
1992,992,,,,,0,,0,,,
1992,-9,,,,,0,,3,,,
1992,417,,,,,0,,10,,,
1992,-9,,,,,4,,5,,3,10000
1992,421,,,,,1,,3,,,
1992,802,,,,,4,,0,,,
1992,-9,,,,,4,,0,,,
1992,1723,,,,,0,,0,,3,100000
1992,860,,,12,,4,,0,,,
1992,427,,,,,4,,100,,,
1992,-9,,,6,,0,,0,,,
1992,595,,,,,1,,0,,,
1992,597,,,,,10,,1,,,
1992,1697,,,4,,6,,0,,,
1992,520,,,,,1,,0,,,
1992,-9,,,,,3,,0,,,
1992,421,,,,,,0,,0,,
1992,992,,,100,,0,,0,,,
1992,1723,,,,,0,,0,,,
1992,1697,,,,,0,,0,,,
1992,1697,,,,,0,,0,,,
1992,590,,,,,0,,3,,3,100000
1992,590,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,5,,51,,,
1992,-9,,,,,1,,0,,,
1992,417,,,,,0,,0,,,
1992,-9,,,,,2,,0,,,
1992,1742,,,,,7,,0,,,
1992,-9,,,18,,0,,2,,,
1992,-9,,,,,3,,0,,,
1992,-9,,,,,1,,0,,,
1992,-9,,,,,0,,0,,,
1992,421,,,2,,0,,1,,,
1992,601,,,2,,1,,0,,,
1992,-9,,,,,1,,0,,,
1992,421,,,,,0,,0,,,
1992,576,,,,,0,,0,,,
1992,576,,,,,0,,0,,,
1992,576,,,,,0,,0,,,
1992,576,,,,,0,,0,,,
1992,576,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,1689,,,,,0,,0,,,
1992,417,,,,,0,,0,,,
1992,802,,,,,0,,0,,,
1992,545,,,,,0,,0,,,
1992,601,,,,,10,,3,,,
1992,-9,,,,,3,,0,,,
1992,727,,,,,4,0,0,0,,
1992,449,,,,,5,,0,,,
1992,-9,,,1,,0,,0,,,
1992,534,,,4,,1,,0,,,
1992,-9,,,,,1,,0,,,
1992,-9,,,,,1,,3,,,
1992,590,,,,,0,,2,,,
1992,520,,,,,0,,0,,3,2000
1992,520,,,,,0,,0,,3,2000
1992,520,,,,,0,,0,,3,2000
1992,520,,,,,0,,0,,,
1992,1642,,,,,3,,0,,,
1992,-9,,,,,0,,1,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,520,,,,,0,,0,,,
1992,595,,,,,3,,0,,,
1992,838,,,,,0,,0,,,
1992,-9,,,,,0,,0,,3,12000
1992,520,,,,,0,,0,,,
1992,508,,,60,,1,,0,,,
1992,457,,,,,5,,3,,,
1992,-9,,,,,2,,0,,,
1992,399,,,1,,0,,1,,,
1992,-9,,,3,,1,,3,,,
1992,350,,,,,1,,0,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,6,,,0,,0,,
1992,590,,,,,3,,2,,,
1992,457,,,,,2,,0,,,
1992,490,,,,,1,,0,,,
1992,-9,,,,,0,,0,,,
1992,590,,,,,2,,4,,,
1992,-9,,,,,0,,5,,,
1992,484,,,,,1,,1,,,
1992,1795,,,,,1,,3,,,
1992,359,,,40,,0,,0,,3,60000
1992,359,,,,,0,,0,,,
1992,1547,,,,,0,,1,,,
1992,490,,,,,0,,0,,,
1992,1772,,,,,11,,0,,,
1992,590,,,,,2,,0,,3,12000
1992,590,,,,,0,,0,,,
1992,590,,,,,0,,0,,,
1992,590,,,,,0,,2,,,
1992,520,,,,,2,,0,,,
1992,520,,,,,2,,0,,,
1992,1110,,,,,0,,0,,,
1992,399,,,3,,1,,0,,,
1992,-9,,,,,1,,0,,,
1992,-9,,,,,0,,0,,,
1992,450,,,,,0,,0,,,
1992,-9,,,,,0,0,0,0,,
1992,-9,,,,,0,0,0,0,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,-9,,,,,0,,0,,,
1992,523,,,,,0,,0,,,
1992,601,,,,,3,,0,,,
1992,1937,,,,,7,,26,,,
1992,1558,,,,,0,,0,,,
1992,590,,,,,0,,0,,3,12000
1992,520,,,,,4,,0,,3,12000
1992,-9,,,,,5,,0,,,
1992,449,,,,,2,,0,,,
1992,595,,,,,1,,1,,,
1992,490,,,,,2,,0,,,
1992,457,,,,,6,,0,,,
1992,2267,,,,,0,,0,,,
1992,450,,,,,0,,0,,,
1992,359,,,,,0,,0,,,
1992,359,,,,,0,,0,,,
1992,450,,,,,0,,1,,,
1992,601,,,,,2,,0,,,
1992,493,,,,,4,,85,,,
1992,601,,,,,1,,0,,,
1992,449,,,,,7,,0,,,
1992,-9,,,,,1,,0,,,
1992,-9,,,1,,2,,0,,,
1992,399,,,,,1,,0,,,
1992,3219,,,,,0,,6,,,
